body,title
"Miguel viajó desde Veracruz para comprar un auto, pero encontró la muerte a balazos frente a su padre en calles de la colonia Miguel Hidalgo, en Tláhuac.
Miguel, de 21 años, y su padre Marcelino, de 51, viajaron desde Xalapa para comprar un vehículo, traían consigo 150 mil pesos y los vendedores los citaron en la calle Aída esquina con Gregorio Allegri, en dicha colonia.
Sin embargo, cuando llegaron al lugar acordado —en una camioneta Nissan Pick up blanca, cerca de las 19:30 horas del jueves— fueron sorprendidos por sujetos, que los amagaron a punta de pistola.
Miguel se opuso y fue asesinado al volante de la camioneta que conducía. Los disparos alcanzaron a su progenitor, quien sufrió una herida en el muslo derecho.
“Se encuentra un masculino del lado del conductor, presenta un impacto en el tórax anterior lado izquierdo”, indican los informes del sector Zapotitla.
El difunto, identificado como Miguel Jair Solano Méndez, de 21 años, fue llevado a la morgue local.
La Fiscalía capitalina inició las indagatorias correspondientes para dar con los agresores.
 
",
